customer_key,customer_id,full_name,email,primera_compra,ultima_compra,fecha_referencia,numero_compras,unidades_compradas,unidades_devueltas,ingresos_brutos,importe_devuelto,ingresos_netos,margen_neto_estimado,ticket_medio,antiguedad_dias,recencia_dias,frecuencia_mensual,frecuencia_anual,tasa_devolucion_importe,tasa_devolucion_unidades,margen_neto_pct,cltv_historico_ingresos,cltv_historico_margen,cltv_estimado_12m_ingresos,cltv_estimado_12m_margen,lineas_coste_imputado,churn_risk_score,churn_risk_level,recommended_action,r_score,f_score,m_score,rfm_score,rfm_code,segmento_rfm
2059,2061,Conrado Arismendi Camps,conrado.arismendi_309@example.com,2025-11-22,2025-11-22,2025-12-30,1,2,0,499.98,0.00,499.98,200.00,499.98,38,38,0.8010,1.0000,0.0000,0.0000,0.4000,499.98,200.00,4805.73,1922.37,0,23,Bajo,Fidelizacion y venta cruzada,5,5,5,15,555,Clientes estrella
2060,2062,Eider Cervera Ferrán,eider.cervera_310@example.com,2024-08-28,2024-08-28,2025-12-30,1,2,0,359.98,0.00,359.98,144.00,359.98,489,489,0.0622,0.7469,0.0000,0.0000,0.4000,359.98,144.00,268.88,107.56,0,67,Alto,Campana de reactivacion personalizada,3,4,4,11,344,Alto valor
2061,2063,Mauro Benito Andreu,mauro.benito_311@example.com,2025-11-20,2025-11-20,2025-12-30,1,2,0,299.98,0.00,299.98,120.00,299.98,40,40,0.7609,1.0000,0.0000,0.0000,0.4000,299.98,120.00,2739.19,1095.75,0,23,Bajo,Fidelizacion y venta cruzada,5,4,4,13,544,Clientes estrella
2062,2064,Germán Ferrán Benito,germán.ferrán_312@example.com,2025-11-06,2025-11-06,2025-12-30,1,1,0,249.99,0.00,249.99,100.00,249.99,54,54,0.5637,1.0000,0.0000,0.0000,0.4000,249.99,100.00,1690.90,676.39,0,16,Bajo,Fidelizacion y venta cruzada,5,4,4,13,544,Clientes estrella
2063,2065,Haizea Ferrán Briz,haizea.ferrán_313@example.com,2025-11-16,2025-11-16,2025-12-30,1,2,0,79.98,0.00,79.98,32.00,79.98,44,44,0.6918,1.0000,0.0000,0.0000,0.4001,79.98,32.00,663.92,265.64,0,8,Bajo,Fidelizacion y venta cruzada,5,2,2,9,522,Clientes medios
2064,2066,Aitor Bonilla Aragones,aitor.bonilla_314@example.com,2025-10-20,2025-10-20,2025-12-30,1,2,0,799.98,0.00,799.98,320.00,799.98,71,71,0.4287,1.0000,0.0000,0.0000,0.4000,799.98,320.00,4115.39,1646.20,0,23,Bajo,Fidelizacion y venta cruzada,5,5,5,15,555,Clientes estrella
2065,2067,Alicia Amorrortu Farrés,alicia.amorrortu_315@example.com,2022-03-12,2022-03-12,2025-12-30,1,2,2,179.98,179.98,0.00,0.00,179.98,1389,1389,0.0219,0.2630,1.0000,1.0000,,0.00,0.00,47.33,0.00,0,80,Critico,Revisar experiencia y causas de devolucion,1,1,1,3,111,Clientes dormidos
2066,2068,Irati Esparza Casado,irati.esparza_316@example.com,2024-08-26,2024-08-26,2025-12-30,1,2,0,199.80,0.00,199.80,79.92,199.80,491,491,0.0620,0.7439,0.0000,0.0000,0.4000,199.80,79.92,148.63,59.45,0,60,Alto,Campana de reactivacion personalizada,3,4,4,11,344,Alto valor
2067,2069,Cristóbal Bausá Arévalo,cristóbal.bausá_317@example.com,2025-11-29,2025-11-29,2025-12-30,1,2,0,59.98,0.00,59.98,24.00,59.98,31,31,0.9819,1.0000,0.0000,0.0000,0.4001,59.98,24.00,706.70,282.77,0,8,Bajo,Fidelizacion y venta cruzada,5,2,2,9,522,Clientes medios
2068,2070,Judit Altamirano Agramunt,judit.altamirano_318@example.com,2025-09-06,2025-09-06,2025-12-30,1,1,0,249.99,0.00,249.99,100.00,249.99,115,115,0.2647,1.0000,0.0000,0.0000,0.4000,249.99,100.00,793.99,317.61,0,29,Bajo,Mantener seguimiento comercial,4,4,4,12,444,Clientes estrella
2069,2071,Agustín Abellán Ayala,agustín.abellán_319@example.com,2025-09-11,2025-09-11,2025-12-30,1,1,0,159.99,0.00,159.99,64.00,159.99,110,110,0.2767,1.0000,0.0000,0.0000,0.4000,159.99,64.00,531.24,212.51,0,29,Bajo,Mantener seguimiento comercial,4,3,3,10,433,Clientes fieles recientes
2070,2072,Leire Baeza Arévalo,leire.baeza_320@example.com,2024-08-18,2024-08-18,2025-12-30,1,1,0,199.90,0.00,199.90,79.96,199.90,499,499,0.0610,0.7320,0.0000,0.0000,0.4000,199.90,79.96,146.32,58.53,0,60,Alto,Campana de reactivacion personalizada,3,4,4,11,344,Alto valor
2071,2073,Alba Calleja Belinchón,alba.calleja_321@example.com,2025-10-03,2025-10-03,2025-12-30,1,2,0,319.98,0.00,319.98,128.00,319.98,88,88,0.3459,1.0000,0.0000,0.0000,0.4000,319.98,128.00,1328.10,531.27,0,23,Bajo,Fidelizacion y venta cruzada,4,4,4,12,444,Clientes estrella
2072,2074,Ariadna Bausá Atienza,ariadna.bausá_322@example.com,2022-03-17,2022-03-17,2025-12-30,1,1,0,129.99,0.00,129.99,52.00,129.99,1384,1384,0.0220,0.2639,0.0000,0.0000,0.4000,129.99,52.00,34.31,13.72,0,68,Alto,Campana de reactivacion personalizada,1,3,3,7,133,Clientes medios
2073,2075,Esther Blanes Cuevas,esther.blanes_323@example.com,2023-04-12,2023-04-12,2025-12-30,1,1,0,159.99,0.00,159.99,64.00,159.99,993,993,0.0307,0.3678,0.0000,0.0000,0.4000,159.99,64.00,58.85,23.54,0,68,Alto,Campana de reactivacion personalizada,2,3,3,8,233,Clientes medios
2074,2076,Agustín Farrés Escudero,agustín.farrés_324@example.com,2025-12-03,2025-12-03,2025-12-30,1,1,0,39.99,0.00,39.99,16.00,39.99,27,27,1.0000,1.0000,0.0000,0.0000,0.4001,39.99,16.00,479.88,192.00,0,8,Bajo,Fidelizacion y venta cruzada,5,1,1,7,511,Clientes medios
2075,2077,Lidia Almagro Colomer,lidia.almagro_325@example.com,2024-07-31,2024-07-31,2025-12-30,1,1,0,149.99,0.00,149.99,60.00,149.99,517,517,0.0589,0.7065,0.0000,0.0000,0.4000,149.99,60.00,105.96,42.39,0,60,Alto,Campana de reactivacion personalizada,3,3,3,9,333,Clientes medios
2076,2078,Ángelo Ferro Cervera,ángelo.ferro_326@example.com,2025-12-16,2025-12-16,2025-12-30,1,2,1,199.98,99.99,99.99,40.00,199.98,14,14,1.0000,1.0000,0.5000,0.5000,0.4000,99.99,40.00,2399.76,480.00,0,28,Bajo,Revisar experiencia y causas de devolucion,5,3,3,11,533,Clientes fieles recientes
2077,2079,Leire Benito Ferro,leire.benito_327@example.com,2025-12-04,2025-12-04,2025-12-30,1,1,0,349.99,0.00,349.99,140.00,349.99,26,26,1.0000,1.0000,0.0000,0.0000,0.4000,349.99,140.00,4199.88,1680.00,0,23,Bajo,Fidelizacion y venta cruzada,5,4,4,13,544,Clientes estrella
2078,2080,Eloy Aramburu Aizpurua,eloy.aramburu_328@example.com,2024-07-29,2024-07-29,2025-12-30,1,1,0,159.99,0.00,159.99,64.00,159.99,519,519,0.0586,0.7038,0.0000,0.0000,0.4000,159.99,64.00,112.59,45.04,0,60,Alto,Campana de reactivacion personalizada,3,3,3,9,333,Clientes medios
2079,2081,Ainara Arévalo Ferrán,ainara.arévalo_329@example.com,2023-06-06,2023-06-06,2025-12-30,1,1,0,79.99,0.00,79.99,32.00,79.99,938,938,0.0324,0.3894,0.0000,0.0000,0.4001,79.99,32.00,31.15,12.46,0,60,Alto,Mantener seguimiento comercial,2,2,2,6,222,Clientes dormidos
2080,2082,Esther Farrés Acevedo,esther.farrés_330@example.com,2022-02-05,2022-02-05,2025-12-30,1,2,0,319.98,0.00,319.98,128.00,319.98,1424,1424,0.0214,0.2565,0.0000,0.0000,0.4000,319.98,128.00,82.07,32.83,0,75,Critico,Recuperacion prioritaria de alto valor,1,4,4,9,144,Valiosos en riesgo
2081,2083,Guillermo Almagro Barba,guillermo.almagro_331@example.com,2025-11-17,2025-11-17,2025-12-30,1,3,0,239.97,0.00,239.97,96.00,239.97,43,43,0.7078,1.0000,0.0000,0.0000,0.4001,239.97,96.00,2038.35,815.44,0,16,Bajo,Fidelizacion y venta cruzada,5,4,4,13,544,Clientes estrella
2082,2084,Eider Andreu Barón,eider.andreu_332@example.com,2025-09-14,2025-09-14,2025-12-30,1,1,0,129.90,0.00,129.90,51.96,129.90,107,107,0.2845,1.0000,0.0000,0.0000,0.4000,129.90,51.96,443.42,177.37,0,21,Bajo,Mantener seguimiento comercial,4,3,3,10,433,Clientes fieles recientes
2083,2085,María José Benito Escudero,maría josé.benito_333@example.com,2025-10-28,2025-10-28,2025-12-30,1,1,0,179.99,0.00,179.99,72.00,179.99,63,63,0.4831,1.0000,0.0000,0.0000,0.4000,179.99,72.00,1043.51,417.43,0,16,Bajo,Fidelizacion y venta cruzada,5,4,4,13,544,Clientes estrella
2084,2086,Julio Ayala Cervera,julio.ayala_334@example.com,2024-07-27,2024-07-27,2025-12-30,1,1,0,129.99,0.00,129.99,52.00,129.99,521,521,0.0584,0.7011,0.0000,0.0000,0.4000,129.99,52.00,91.13,36.45,0,60,Alto,Campana de reactivacion personalizada,3,3,3,9,333,Clientes medios
2085,2087,Alicia Cervera Cisneros,alicia.cervera_335@example.com,2024-07-14,2024-07-14,2025-12-30,1,1,1,129.90,129.90,0.00,0.00,129.90,534,534,0.0570,0.6840,1.0000,1.0000,,0.00,0.00,88.85,0.00,0,72,Alto,Revisar experiencia y causas de devolucion,3,1,1,5,311,Clientes medios
2086,2088,Blanca Alfaro Bonilla,blanca.alfaro_336@example.com,2025-11-26,2025-11-26,2025-12-30,1,2,0,179.98,0.00,179.98,72.00,179.98,34,34,0.8952,1.0000,0.0000,0.0000,0.4000,179.98,72.00,1933.46,773.47,0,16,Bajo,Fidelizacion y venta cruzada,5,4,4,13,544,Clientes estrella
2087,2089,Eloy De la Hoz Bordes,eloy.de la hoz_337@example.com,2025-11-01,2025-11-01,2025-12-30,1,2,0,59.98,0.00,59.98,24.00,59.98,59,59,0.5159,1.0000,0.0000,0.0000,0.4001,59.98,24.00,371.32,148.58,0,8,Bajo,Fidelizacion y venta cruzada,5,2,2,9,522,Clientes medios
2088,2090,Joel Blanes Ferrán,joel.blanes_338@example.com,2023-05-22,2023-05-22,2025-12-30,1,2,0,99.98,0.00,99.98,40.00,99.98,953,953,0.0319,0.3833,0.0000,0.0000,0.4001,99.98,40.00,38.32,15.33,0,60,Alto,Mantener seguimiento comercial,2,3,3,8,233,Clientes medios
2089,2091,Elvira Escudero Abelda,elvira.escudero_339@example.com,2025-11-13,2025-11-13,2025-12-30,1,1,0,89.99,0.00,89.99,36.00,89.99,47,47,0.6476,1.0000,0.0000,0.0000,0.4000,89.99,36.00,699.34,279.77,0,8,Bajo,Fidelizacion y venta cruzada,5,2,2,9,522,Clientes medios
2090,2092,Arturo Centeno Blanes,arturo.centeno_340@example.com,2025-09-07,2025-09-07,2025-12-30,1,2,0,599.98,0.00,599.98,240.00,599.98,114,114,0.2670,1.0000,0.0000,0.0000,0.4000,599.98,240.00,1922.30,768.95,0,36,Medio,Mantener seguimiento comercial,4,5,5,14,455,Clientes estrella
2091,2093,Coral Colomer Botella,coral.colomer_341@example.com,2022-03-16,2022-03-16,2025-12-30,1,1,0,159.99,0.00,159.99,64.00,159.99,1385,1385,0.0220,0.2637,0.0000,0.0000,0.4000,159.99,64.00,42.19,16.88,0,68,Alto,Campana de reactivacion personalizada,1,3,3,7,133,Clientes medios
2092,2094,Emilia Arriaga Calderón,emilia.arriaga_342@example.com,2025-10-16,2025-10-16,2025-12-30,1,1,0,129.99,0.00,129.99,52.00,129.99,75,75,0.4058,1.0000,0.0000,0.0000,0.4000,129.99,52.00,633.05,253.24,0,16,Bajo,Fidelizacion y venta cruzada,5,3,3,11,533,Clientes fieles recientes
2093,2095,Blanca Farrés Agramunt,blanca.farrés_343@example.com,2025-09-13,2025-09-13,2025-12-30,1,1,0,99.90,0.00,99.90,39.96,99.90,108,108,0.2818,1.0000,0.0000,0.0000,0.4000,99.90,39.96,337.86,135.14,0,21,Bajo,Mantener seguimiento comercial,4,2,2,8,422,Clientes medios
2094,2096,Ignacio Arsuaga Acevedo,ignacio.arsuaga_344@example.com,2023-05-12,2023-05-12,2025-12-30,1,1,0,299.99,0.00,299.99,120.00,299.99,963,963,0.0316,0.3793,0.0000,0.0000,0.4000,299.99,120.00,113.78,45.51,0,75,Critico,Recuperacion prioritaria de alto valor,2,4,4,10,244,Valiosos en riesgo
2095,2097,Claudio Belinchón Arriaga,claudio.belinchón_345@example.com,2025-09-08,2025-09-08,2025-12-30,1,1,0,25.99,0.00,25.99,10.40,25.99,113,113,0.2694,1.0000,0.0000,0.0000,0.4002,25.99,10.40,84.01,33.62,0,21,Bajo,Mantener seguimiento comercial,4,1,1,6,411,Clientes medios
2096,2098,Andoni Andreu Belinchón,andoni.andreu_346@example.com,2023-06-23,2023-06-23,2025-12-30,1,1,0,89.99,0.00,89.99,36.00,89.99,921,921,0.0330,0.3966,0.0000,0.0000,0.4000,89.99,36.00,35.69,14.28,0,60,Alto,Mantener seguimiento comercial,2,2,2,6,222,Clientes dormidos
2097,2099,Ángela Centeno Caballero,ángela.centeno_347@example.com,2024-07-20,2024-07-20,2025-12-30,1,1,0,49.99,0.00,49.99,20.00,49.99,528,528,0.0576,0.6918,0.0000,0.0000,0.4001,49.99,20.00,34.58,13.84,0,52,Medio,Mantener seguimiento comercial,3,2,2,7,322,Clientes medios
2098,2100,Ainara Atienza Abascal,ainara.atienza_348@example.com,2024-07-02,2024-07-02,2025-12-30,1,1,0,59.99,0.00,59.99,24.00,59.99,546,546,0.0557,0.6690,0.0000,0.0000,0.4001,59.99,24.00,40.13,16.05,0,52,Medio,Mantener seguimiento comercial,3,2,2,7,322,Clientes medios
2099,2101,Ángela Alfaro Amorrortu,ángela.alfaro_349@example.com,2025-09-09,2025-09-09,2025-12-30,1,1,0,149.90,0.00,149.90,59.96,149.90,112,112,0.2718,1.0000,0.0000,0.0000,0.4000,149.90,59.96,488.85,195.54,0,29,Bajo,Mantener seguimiento comercial,4,3,3,10,433,Clientes fieles recientes
2100,2102,Haizea Briz Ferrán,haizea.briz_350@example.com,2023-04-20,2023-04-20,2025-12-30,1,1,0,49.99,0.00,49.99,20.00,49.99,985,985,0.0309,0.3708,0.0000,0.0000,0.4001,49.99,20.00,18.54,7.42,0,60,Alto,Mantener seguimiento comercial,2,2,2,6,222,Clientes dormidos
2101,2103,Edgar Bermejo Almagro,edgar.bermejo_351@example.com,2025-10-05,2025-10-05,2025-12-30,1,1,0,99.90,0.00,99.90,39.96,99.90,86,86,0.3539,1.0000,0.0000,0.0000,0.4000,99.90,39.96,424.28,169.71,0,8,Bajo,Fidelizacion y venta cruzada,4,3,3,10,433,Clientes fieles recientes
2102,2104,Fidel Calleja Amorrortu,fidel.calleja_352@example.com,2024-08-15,2024-08-15,2025-12-30,1,2,0,359.98,0.00,359.98,144.00,359.98,502,502,0.0606,0.7276,0.0000,0.0000,0.4000,359.98,144.00,261.92,104.77,0,67,Alto,Campana de reactivacion personalizada,3,4,4,11,344,Alto valor
2103,2105,Maite Carbajo Cardona,maite.carbajo_353@example.com,2024-08-17,2024-08-17,2025-12-30,1,1,0,39.90,0.00,39.90,15.96,39.90,500,500,0.0609,0.7305,0.0000,0.0000,0.4000,39.90,15.96,29.15,11.66,0,52,Medio,Mantener seguimiento comercial,3,1,1,5,311,Clientes medios
2104,2106,Delia Calleja Camps,delia.calleja_354@example.com,2025-12-21,2025-12-21,2025-12-30,1,1,0,129.99,0.00,129.99,52.00,129.99,9,9,1.0000,1.0000,0.0000,0.0000,0.4000,129.99,52.00,1559.88,624.00,0,16,Bajo,Fidelizacion y venta cruzada,5,3,3,11,533,Clientes fieles recientes
2105,2107,Edgar Barón Ferro,edgar.barón_355@example.com,2025-11-24,2025-11-24,2025-12-30,1,1,0,99.90,0.00,99.90,39.96,99.90,36,36,0.8455,1.0000,0.0000,0.0000,0.4000,99.90,39.96,1013.57,405.43,0,8,Bajo,Fidelizacion y venta cruzada,5,3,3,11,533,Clientes fieles recientes
2106,2108,Cristóbal Cisneros Arismendi,cristóbal.cisneros_356@example.com,2025-12-29,2025-12-29,2025-12-30,1,2,0,399.98,0.00,399.98,160.00,399.98,1,1,1.0000,1.0000,0.0000,0.0000,0.4000,399.98,160.00,4799.76,1920.00,0,23,Bajo,Fidelizacion y venta cruzada,5,5,5,15,555,Clientes estrella
2107,2109,Fabiola Andreu Aramburu,fabiola.andreu_357@example.com,2023-06-08,2023-06-08,2025-12-30,1,1,0,79.99,0.00,79.99,32.00,79.99,936,936,0.0325,0.3902,0.0000,0.0000,0.4001,79.99,32.00,31.21,12.49,0,60,Alto,Mantener seguimiento comercial,2,2,2,6,222,Clientes dormidos
2108,2110,Cayetana Abelda Arriaga,cayetana.abelda_358@example.com,2025-11-23,2025-11-23,2025-12-30,1,2,1,259.98,129.99,129.99,52.00,259.98,37,37,0.8226,1.0000,0.5000,0.5000,0.4000,129.99,52.00,2566.42,513.32,0,36,Medio,Revisar experiencia y causas de devolucion,5,3,3,11,533,Clientes fieles recientes
2109,2111,Florencia Brea Baeza,florencia.brea_359@example.com,2025-12-16,2025-12-16,2025-12-30,1,1,0,39.90,0.00,39.90,15.96,39.90,14,14,1.0000,1.0000,0.0000,0.0000,0.4000,39.90,15.96,478.80,191.52,0,8,Bajo,Fidelizacion y venta cruzada,5,1,1,7,511,Clientes medios
2110,2112,María José Atienza Aragones,maría josé.atienza_360@example.com,2024-08-14,2024-08-14,2025-12-30,1,2,0,159.98,0.00,159.98,64.00,159.98,503,503,0.0605,0.7261,0.0000,0.0000,0.4001,159.98,64.00,116.17,46.47,0,60,Alto,Campana de reactivacion personalizada,3,3,3,9,333,Clientes medios
2111,2113,Carolina Colomer Arismendi,carolina.colomer_361@example.com,2022-01-23,2022-01-23,2025-12-30,1,1,0,39.90,0.00,39.90,15.96,39.90,1437,1437,0.0212,0.2542,0.0000,0.0000,0.4000,39.90,15.96,10.14,4.06,0,60,Alto,Mantener seguimiento comercial,1,1,1,3,111,Clientes dormidos
2112,2114,Cristóbal Carbajo Cisneros,cristóbal.carbajo_362@example.com,2022-01-26,2022-01-26,2025-12-30,1,2,0,39.98,0.00,39.98,16.00,39.98,1434,1434,0.0212,0.2547,0.0000,0.0000,0.4002,39.98,16.00,10.18,4.08,0,60,Alto,Mantener seguimiento comercial,1,1,1,3,111,Clientes dormidos
2113,2115,Julio Esparza Calderón,julio.esparza_363@example.com,2025-09-06,2025-09-06,2025-12-30,1,1,0,129.99,0.00,129.99,52.00,129.99,115,115,0.2647,1.0000,0.0000,0.0000,0.4000,129.99,52.00,412.86,165.16,0,29,Bajo,Mantener seguimiento comercial,4,3,3,10,433,Clientes fieles recientes
2114,2116,Joel Farrés Brea,joel.farrés_364@example.com,2025-12-24,2025-12-24,2025-12-30,1,1,0,59.99,0.00,59.99,24.00,59.99,6,6,1.0000,1.0000,0.0000,0.0000,0.4001,59.99,24.00,719.88,288.00,0,8,Bajo,Fidelizacion y venta cruzada,5,2,2,9,522,Clientes medios
2115,2117,Mauro Arriaga Acevedo,mauro.arriaga_365@example.com,2023-05-02,2023-05-02,2025-12-30,1,2,0,119.98,0.00,119.98,48.00,119.98,973,973,0.0313,0.3754,0.0000,0.0000,0.4001,119.98,48.00,45.04,18.02,0,60,Alto,Mantener seguimiento comercial,2,3,3,8,233,Clientes medios
2116,2118,Claudio Gascón Brea,claudio.gascón_366@example.com,2025-12-18,2025-12-18,2025-12-30,1,1,0,59.99,0.00,59.99,24.00,59.99,12,12,1.0000,1.0000,0.0000,0.0000,0.4001,59.99,24.00,719.88,288.00,0,8,Bajo,Fidelizacion y venta cruzada,5,2,2,9,522,Clientes medios
2117,2119,Amelia Cuevas Botella,amelia.cuevas_367@example.com,2025-12-11,2025-12-11,2025-12-30,1,1,0,149.90,0.00,149.90,59.96,149.90,19,19,1.0000,1.0000,0.0000,0.0000,0.4000,149.90,59.96,1798.80,719.52,0,16,Bajo,Fidelizacion y venta cruzada,5,3,3,11,533,Clientes fieles recientes
2118,2120,Denis Bermejo Del Rosal,denis.bermejo_368@example.com,2022-02-19,2022-02-19,2025-12-30,1,2,0,59.98,0.00,59.98,24.00,59.98,1410,1410,0.0216,0.2590,0.0000,0.0000,0.4001,59.98,24.00,15.54,6.22,0,60,Alto,Mantener seguimiento comercial,1,2,2,5,122,Clientes dormidos
2119,2121,Haizea Cisneros Cuevas,haizea.cisneros_369@example.com,2025-09-25,2025-09-25,2025-12-30,1,2,0,399.80,0.00,399.80,159.92,399.80,96,96,0.3171,1.0000,0.0000,0.0000,0.4000,399.80,159.92,1521.11,608.45,0,36,Medio,Mantener seguimiento comercial,4,5,5,14,455,Clientes estrella
2120,2122,Ainara Ferrán Bustamante,ainara.ferrán_370@example.com,2025-10-01,2025-10-01,2025-12-30,1,1,0,149.90,0.00,149.90,59.96,149.90,90,90,0.3382,1.0000,0.0000,0.0000,0.4000,149.90,59.96,608.34,243.34,0,29,Bajo,Mantener seguimiento comercial,4,3,3,10,433,Clientes fieles recientes
2121,2123,Ángela Esparza Calderón,ángela.esparza_371@example.com,2022-01-14,2022-01-14,2025-12-30,1,1,0,89.99,0.00,89.99,36.00,89.99,1446,1446,0.0210,0.2526,0.0000,0.0000,0.4000,89.99,36.00,22.73,9.09,0,60,Alto,Mantener seguimiento comercial,1,2,2,5,122,Clientes dormidos
2122,2124,Eloy Barahona Belinchón,eloy.barahona_372@example.com,2025-11-11,2025-11-11,2025-12-30,1,2,0,599.98,0.00,599.98,240.00,599.98,49,49,0.6212,1.0000,0.0000,0.0000,0.4000,599.98,240.00,4472.30,1788.98,0,23,Bajo,Fidelizacion y venta cruzada,5,5,5,15,555,Clientes estrella
2123,2125,Camila Albelda Bustamante,camila.albelda_373@example.com,2024-07-09,2024-07-09,2025-12-30,1,1,0,79.99,0.00,79.99,32.00,79.99,539,539,0.0565,0.6776,0.0000,0.0000,0.4001,79.99,32.00,54.20,21.68,0,52,Medio,Mantener seguimiento comercial,3,2,2,7,322,Clientes medios
2124,2126,Alfredo Blanes Caballero,alfredo.blanes_374@example.com,2025-12-16,2025-12-16,2025-12-30,1,1,0,299.99,0.00,299.99,120.00,299.99,14,14,1.0000,1.0000,0.0000,0.0000,0.4000,299.99,120.00,3599.88,1440.00,0,23,Bajo,Fidelizacion y venta cruzada,5,4,4,13,544,Clientes estrella
2125,2127,Agustín Cuevas Cisneros,agustín.cuevas_375@example.com,2023-06-25,2023-06-25,2025-12-30,1,1,0,59.99,0.00,59.99,24.00,59.99,919,919,0.0331,0.3974,0.0000,0.0000,0.4001,59.99,24.00,23.84,9.54,0,60,Alto,Mantener seguimiento comercial,2,2,2,6,222,Clientes dormidos
2126,2128,Julio Ayala Ferro,julio.ayala_376@example.com,2025-11-26,2025-11-26,2025-12-30,1,1,0,24.90,0.00,24.90,9.96,24.90,34,34,0.8952,1.0000,0.0000,0.0000,0.4000,24.90,9.96,267.49,107.00,0,8,Bajo,Fidelizacion y venta cruzada,5,1,1,7,511,Clientes medios
2127,2129,Haizea Cervera Gascón,haizea.cervera_377@example.com,2022-01-24,2022-01-24,2025-12-30,1,2,0,49.80,0.00,49.80,19.92,49.80,1436,1436,0.0212,0.2544,0.0000,0.0000,0.4000,49.80,19.92,12.67,5.07,0,60,Alto,Mantener seguimiento comercial,1,1,1,3,111,Clientes dormidos
2128,2130,Blanca Albelda Blanes,blanca.albelda_378@example.com,2025-09-25,2025-09-25,2025-12-30,1,1,0,299.99,0.00,299.99,120.00,299.99,96,96,0.3171,1.0000,0.0000,0.0000,0.4000,299.99,120.00,1141.37,456.56,0,36,Medio,Mantener seguimiento comercial,4,4,4,12,444,Clientes estrella
2129,2131,Camila Bordes Barahona,camila.bordes_379@example.com,2025-11-15,2025-11-15,2025-12-30,1,2,0,99.98,0.00,99.98,40.00,99.98,45,45,0.6764,1.0000,0.0000,0.0000,0.4001,99.98,40.00,811.50,324.67,0,8,Bajo,Fidelizacion y venta cruzada,5,3,3,11,533,Clientes fieles recientes
2130,2132,Lidia Altamirano Belinchón,lidia.altamirano_380@example.com,2023-04-06,2023-04-06,2025-12-30,1,1,0,25.99,0.00,25.99,10.40,25.99,999,999,0.0305,0.3656,0.0000,0.0000,0.4002,25.99,10.40,9.50,3.80,0,60,Alto,Mantener seguimiento comercial,2,1,1,4,211,Clientes dormidos
2131,2133,Ángelo Barba Aramburu,ángelo.barba_381@example.com,2022-03-18,2022-03-18,2025-12-30,1,1,0,29.99,0.00,29.99,12.00,29.99,1383,1383,0.0220,0.2641,0.0000,0.0000,0.4001,29.99,12.00,7.92,3.17,0,60,Alto,Mantener seguimiento comercial,1,1,1,3,111,Clientes dormidos
2132,2134,Ángelo Altamirano Atienza,ángelo.altamirano_382@example.com,2025-11-11,2025-11-11,2025-12-30,1,1,0,39.90,0.00,39.90,15.96,39.90,49,49,0.6212,1.0000,0.0000,0.0000,0.4000,39.90,15.96,297.42,118.97,0,8,Bajo,Fidelizacion y venta cruzada,5,1,1,7,511,Clientes medios
2133,2135,Aitor Centeno Abelda,aitor.centeno_383@example.com,2022-01-18,2022-01-18,2025-12-30,1,2,1,179.98,89.99,89.99,36.00,179.98,1442,1442,0.0211,0.2533,0.5000,0.5000,0.4000,89.99,36.00,45.59,9.12,0,80,Critico,Revisar experiencia y causas de devolucion,1,2,2,5,122,Clientes dormidos
2134,2136,Alfredo Acosta Benito,alfredo.acosta_384@example.com,2025-09-24,2025-09-24,2025-12-30,1,1,0,59.99,0.00,59.99,24.00,59.99,97,97,0.3138,1.0000,0.0000,0.0000,0.4001,59.99,24.00,225.89,90.37,0,21,Bajo,Mantener seguimiento comercial,4,2,2,8,422,Clientes medios
2135,2137,Araceli Colomer Aramburu,araceli.colomer_385@example.com,2022-03-10,2022-03-10,2025-12-30,1,2,0,179.98,0.00,179.98,72.00,179.98,1391,1391,0.0219,0.2626,0.0000,0.0000,0.4000,179.98,72.00,47.26,18.91,0,68,Alto,Campana de reactivacion personalizada,1,4,4,9,144,Valiosos en riesgo
2136,2138,Armando Bustamante Carbajo,armando.bustamante_386@example.com,2024-07-11,2024-07-11,2025-12-30,1,1,0,119.99,0.00,119.99,48.00,119.99,537,537,0.0567,0.6802,0.0000,0.0000,0.4000,119.99,48.00,81.61,32.65,0,52,Medio,Mantener seguimiento comercial,3,3,3,9,333,Clientes medios
2137,2139,Melisa Bordes Acosta,melisa.bordes_387@example.com,2025-10-25,2025-10-25,2025-12-30,1,1,0,79.99,0.00,79.99,32.00,79.99,66,66,0.4612,1.0000,0.0000,0.0000,0.4001,79.99,32.00,442.67,177.09,0,8,Bajo,Fidelizacion y venta cruzada,5,2,2,9,522,Clientes medios
2138,2140,Elvira De la Hoz Arismendi,elvira.de la hoz_388@example.com,2023-04-19,2023-04-19,2025-12-30,1,1,0,79.99,0.00,79.99,32.00,79.99,986,986,0.0309,0.3704,0.0000,0.0000,0.4001,79.99,32.00,29.63,11.85,0,60,Alto,Mantener seguimiento comercial,2,2,2,6,222,Clientes dormidos
2139,2141,Armando Albelda Bonilla,armando.albelda_389@example.com,2025-12-03,2025-12-03,2025-12-30,1,2,0,199.80,0.00,199.80,79.92,199.80,27,27,1.0000,1.0000,0.0000,0.0000,0.4000,199.80,79.92,2397.60,959.04,0,16,Bajo,Fidelizacion y venta cruzada,5,4,4,13,544,Clientes estrella
